Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME,No of trades 
14-Jun-24,Friday,June,Q2,2024,EQ,3225.00 ,3275.00 ,3221.10 ,3224.80 ,3269.00 ,3261.75 ,3252.79 ,3743.90 ,2142.00 ,4224855,98091.00 
13-Jun-24,Thursday,June,Q2,2024,EQ,3230.00 ,3254.00 ,3207.25 ,3219.05 ,3222.25 ,3224.80 ,3221.11 ,3743.90 ,2142.00 ,3202978,96083.00 
12-Jun-24,Wednesday,June,Q2,2024,EQ,3224.90 ,3245.00 ,3208.00 ,3221.25 ,3209.00 ,3219.05 ,3226.61 ,3743.90 ,2142.00 ,3022477,74328.00 
11-Jun-24,Tuesday,June,Q2,2024,EQ,3224.00 ,3265.00 ,3195.05 ,3220.10 ,3215.00 ,3221.25 ,3235.16 ,3743.90 ,2142.00 ,4173692,"1,21,200"
10-Jun-24,Monday,June,Q2,2024,EQ,3267.00 ,3284.40 ,3205.50 ,3219.55 ,3212.30 ,3220.10 ,3247.80 ,3743.90 ,2142.00 ,4935698,"1,52,562"
07-Jun-24,Friday,June,Q2,2024,EQ,3170.40 ,3233.75 ,3151.60 ,3185.65 ,3222.50 ,3219.55 ,3207.35 ,3743.90 ,2142.00 ,4740455,"1,46,457"
06-Jun-24,Thursday,June,Q2,2024,EQ,3184.00 ,3222.40 ,3137.15 ,3115.35 ,3181.60 ,3185.65 ,3186.26 ,3743.90 ,2142.00 ,5873271,"2,78,600"
05-Jun-24,Wednesday,June,Q2,2024,EQ,3030.00 ,3150.00 ,2750.00 ,2941.25 ,3093.00 ,3115.35 ,2958.33 ,3743.90 ,2142.00 ,8778345,"6,12,958"
04-Jun-24,Tuesday,June,Q2,2024,EQ,3520.00 ,3520.00 ,2733.95 ,3645.25 ,2950.00 ,2941.25 ,3136.46 ,3743.90 ,2142.00 ,20306909,"8,48,267"
03-Jun-24,Monday,June,Q2,2024,EQ,3725.00 ,3743.90 ,3586.05 ,3411.35 ,3660.10 ,3645.25 ,3659.12 ,3743.90 ,2142.00 ,8511359,"4,14,787"
31-May-24,Friday,May,Q2,2024,EQ,3225.25 ,3434.45 ,3225.25 ,3194.25 ,3416.00 ,3411.35 ,3359.45 ,3457.85 ,2142.00 ,6384589,"2,90,001"
30-May-24,Thursday,May,Q2,2024,EQ,3254.00 ,3274.30 ,3174.50 ,3258.80 ,3209.90 ,3194.25 ,3219.99 ,3457.85 ,2142.00 ,1990208,"1,12,565"
29-May-24,Wednesday,May,Q2,2024,EQ,3250.00 ,3322.90 ,3212.00 ,3244.05 ,3255.00 ,3258.80 ,3270.30 ,3457.85 ,2142.00 ,1910729,98310.00 
28-May-24,Tuesday,May,Q2,2024,EQ,3309.65 ,3329.50 ,3229.05 ,3289.05 ,3239.00 ,3244.05 ,3282.72 ,3457.85 ,2142.00 ,1621168,95508.00 
27-May-24,Monday,May,Q2,2024,EQ,3358.00 ,3358.00 ,3267.05 ,3384.95 ,3295.05 ,3289.05 ,3307.40 ,3457.85 ,2142.00 ,2582485,"1,40,021"
24-May-24,Friday,May,Q2,2024,EQ,3406.00 ,3457.85 ,3355.60 ,3387.30 ,3381.00 ,3384.95 ,3409.34 ,3457.85 ,1983.40 ,3473668,"1,79,402"
23-May-24,Thursday,May,Q2,2024,EQ,3156.70 ,3406.00 ,3135.55 ,3140.95 ,3398.20 ,3387.30 ,3302.83 ,3406.00 ,1983.40 ,6979082,"3,27,015"
22-May-24,Wednesday,May,Q2,2024,EQ,3129.95 ,3145.00 ,3073.50 ,3117.50 ,3137.00 ,3140.95 ,3121.08 ,3350.00 ,1983.40 ,3371077,95242.00 
21-May-24,Tuesday,May,Q2,2024,EQ,3067.90 ,3175.00 ,3034.50 ,3059.75 ,3110.00 ,3117.50 ,3123.72 ,3350.00 ,1983.40 ,3091659,"1,35,865"
18-May-24,Saturday,May,Q2,2024,EQ,3074.00 ,3074.00 ,3055.00 ,3060.50 ,3061.00 ,3059.75 ,3064.28 ,3350.00 ,1857.75 ,74336,5248.00 
17-May-24,Friday,May,Q2,2024,EQ,3041.05 ,3091.00 ,3015.50 ,3041.65 ,3057.00 ,3060.50 ,3053.08 ,3350.00 ,1857.75 ,825436,74283.00 
16-May-24,Thursday,May,Q2,2024,EQ,3065.00 ,3076.95 ,2974.95 ,3049.75 ,3034.05 ,3041.65 ,3022.05 ,3350.00 ,1857.75 ,1835312,"1,44,012"
15-May-24,Wednesday,May,Q2,2024,EQ,3046.75 ,3118.85 ,3037.60 ,3037.55 ,3047.00 ,3049.75 ,3074.65 ,3350.00 ,1857.75 ,1688836,93983.00 
14-May-24,Tuesday,May,Q2,2024,EQ,2894.95 ,3046.00 ,2874.55 ,2879.60 ,3035.00 ,3037.55 ,2995.85 ,3350.00 ,1857.75 ,5725807,"1,96,967"
13-May-24,Monday,May,Q2,2024,EQ,2803.00 ,2890.00 ,2790.50 ,2797.25 ,2888.85 ,2879.60 ,2839.27 ,3350.00 ,1857.75 ,3784373,"1,15,926"
10-May-24,Friday,May,Q2,2024,EQ,2794.95 ,2809.00 ,2760.45 ,2766.65 ,2803.90 ,2797.25 ,2791.48 ,3350.00 ,1857.75 ,2354794,79999.00 
09-May-24,Thursday,May,Q2,2024,EQ,2864.80 ,2883.65 ,2756.00 ,2860.55 ,2765.00 ,2766.65 ,2814.22 ,3350.00 ,1857.75 ,1485510,"1,16,557"
08-May-24,Wednesday,May,Q2,2024,EQ,2850.00 ,2890.90 ,2820.00 ,2835.95 ,2862.00 ,2860.55 ,2860.65 ,3350.00 ,1857.75 ,951411,57225.00 
07-May-24,Tuesday,May,Q2,2024,EQ,2889.95 ,2905.35 ,2822.00 ,2874.65 ,2839.00 ,2835.95 ,2857.91 ,3350.00 ,1857.75 ,1262311,73865.00 
06-May-24,Monday,May,Q2,2024,EQ,2993.25 ,3000.20 ,2850.00 ,2993.25 ,2872.00 ,2874.65 ,2890.39 ,3350.00 ,1857.75 ,2377944,"1,26,554"
03-May-24,Friday,May,Q2,2024,EQ,3030.00 ,3045.00 ,2975.10 ,3039.60 ,2990.00 ,2993.25 ,3007.11 ,3350.00 ,1785.35 ,1472168,93663.00 
02-May-24,Thursday,May,Q2,2024,EQ,3071.95 ,3119.85 ,3015.05 ,3054.70 ,3029.00 ,3039.60 ,3065.29 ,3350.00 ,1785.35 ,2219085,"1,69,345"
30-Apr-24,Tuesday,April,Q2,2024,EQ,3094.00 ,3108.45 ,3045.00 ,3081.20 ,3052.50 ,3054.70 ,3074.15 ,3350.00 ,1785.35 ,804552,50263.00 
29-Apr-24,Monday,April,Q2,2024,EQ,3110.00 ,3110.50 ,3051.50 ,3080.40 ,3080.00 ,3081.20 ,3079.00 ,3350.00 ,1785.35 ,648544,51392.00 
26-Apr-24,Friday,April,Q2,2024,EQ,3119.90 ,3129.90 ,3066.05 ,3115.25 ,3089.00 ,3080.40 ,3090.20 ,3350.00 ,1775.80 ,662764,51695.00 
25-Apr-24,Thursday,April,Q2,2024,EQ,3050.00 ,3120.90 ,3025.65 ,3043.55 ,3115.00 ,3115.25 ,3078.50 ,3350.00 ,1775.80 ,1515529,"1,03,832"
24-Apr-24,Wednesday,April,Q2,2024,EQ,3071.95 ,3087.85 ,3040.00 ,3065.10 ,3042.90 ,3043.55 ,3066.42 ,3350.00 ,1775.80 ,605917,36665.00 
23-Apr-24,Tuesday,April,Q2,2024,EQ,3059.00 ,3091.00 ,3043.10 ,3063.35 ,3058.00 ,3065.10 ,3066.74 ,3350.00 ,1775.80 ,1654272,61219.00 
22-Apr-24,Monday,April,Q2,2024,EQ,3053.00 ,3077.50 ,3025.00 ,3026.95 ,3072.25 ,3063.35 ,3050.24 ,3350.00 ,1775.80 ,993929,51253.00 
19-Apr-24,Friday,April,Q2,2024,EQ,3000.00 ,3057.05 ,2962.50 ,3019.30 ,3032.00 ,3026.95 ,3020.56 ,3350.00 ,1775.80 ,1727317,91721.00 
18-Apr-24,Thursday,April,Q2,2024,EQ,3125.15 ,3145.00 ,3008.30 ,3106.40 ,3035.00 ,3019.30 ,3095.25 ,3350.00 ,1775.80 ,1703646,"1,06,820"
16-Apr-24,Tuesday,April,Q2,2024,EQ,3101.00 ,3149.20 ,3100.00 ,3147.45 ,3108.00 ,3106.40 ,3119.45 ,3350.00 ,1775.80 ,1134184,48602.00 
15-Apr-24,Monday,April,Q2,2024,EQ,3150.00 ,3180.30 ,3103.20 ,3209.90 ,3149.95 ,3147.45 ,3143.46 ,3350.00 ,1775.80 ,1035378,73457.00 
12-Apr-24,Friday,April,Q2,2024,EQ,3210.00 ,3247.50 ,3205.30 ,3242.00 ,3215.00 ,3209.90 ,3221.01 ,3350.00 ,1760.60 ,705173,40387.00 
10-Apr-24,Wednesday,April,Q2,2024,EQ,3200.00 ,3254.60 ,3192.50 ,3198.45 ,3245.00 ,3242.00 ,3231.43 ,3350.00 ,1760.60 ,1441138,55670.00 
09-Apr-24,Tuesday,April,Q2,2024,EQ,3240.70 ,3251.00 ,3185.00 ,3224.55 ,3202.60 ,3198.45 ,3214.28 ,3350.00 ,1760.60 ,833679,38430.00 
08-Apr-24,Monday,April,Q2,2024,EQ,3240.95 ,3243.50 ,3197.20 ,3224.80 ,3236.00 ,3224.55 ,3216.90 ,3350.00 ,1760.60 ,577440,37073.00 
05-Apr-24,Friday,April,Q2,2024,EQ,3211.10 ,3234.00 ,3178.95 ,3210.80 ,3217.90 ,3224.80 ,3215.34 ,3350.00 ,1671.55 ,755607,37497.00 
04-Apr-24,Thursday,April,Q2,2024,EQ,3250.00 ,3273.00 ,3201.70 ,3233.45 ,3220.00 ,3210.80 ,3234.57 ,3350.00 ,1671.55 ,1403826,99323.00 
03-Apr-24,Wednesday,April,Q2,2024,EQ,3250.00 ,3260.15 ,3222.00 ,3268.75 ,3238.00 ,3233.45 ,3238.76 ,3350.00 ,1671.55 ,1153109,55622.00 
02-Apr-24,Tuesday,April,Q2,2024,EQ,3258.95 ,3285.00 ,3240.00 ,3252.10 ,3267.35 ,3268.75 ,3259.76 ,3350.00 ,1671.55 ,868829,55071.00 
01-Apr-24,Monday,April,Q2,2024,EQ,3230.20 ,3291.80 ,3207.85 ,3197.10 ,3255.20 ,3252.10 ,3247.41 ,3350.00 ,1671.55 ,1292646,71000.00 
